"year";"plot";"subplot";"species";"individuals"
2016;8;"D5";"BEMA";4
2017;8;"D5";"BEMA";0
2019;8;"D5";"BEMA";10
2015;9;"D5";"BEMA";0
2016;9;"D5";"BEMA";13
2017;9;"D5";"BEMA";0
2019;9;"D5";"BEMA";0
2015;1;"D6";"BEMA";0
2016;1;"D6";"BEMA";1
2017;1;"D6";"BEMA";0
2019;1;"D6";"BEMA";0
2015;2;"D6";"BEMA";0
2016;2;"D6";"BEMA";5
2017;2;"D6";"BEMA";0
2019;2;"D6";"BEMA";0
2015;3;"D6";"BEMA";0
2016;3;"D6";"BEMA";11
2017;3;"D6";"BEMA";0
2019;3;"D6";"BEMA";0
2015;4;"D6";"BEMA";2
2016;4;"D6";"BEMA";5
2017;4;"D6";"BEMA";0
2019;4;"D6";"BEMA";0
2015;5;"D6";"BEMA";0
2016;5;"D6";"BEMA";1
2017;5;"D6";"BEMA";0
2019;5;"D6";"BEMA";0
2015;6;"D6";"BEMA";0
2016;6;"D6";"BEMA";3
2017;6;"D6";"BEMA";0
2019;6;"D6";"BEMA";0
2015;7;"D6";"BEMA";0
2016;7;"D6";"BEMA";12
2017;7;"D6";"BEMA";0
2019;7;"D6";"BEMA";10
2015;8;"D6";"BEMA";0
2016;8;"D6";"BEMA";2
2017;8;"D6";"BEMA";0
2019;8;"D6";"BEMA";10
2015;9;"D6";"BEMA";0
2016;9;"D6";"BEMA";15
2017;9;"D6";"BEMA";0
2019;9;"D6";"BEMA";0
2015;1;"E1";"BEMA";0
2016;1;"E1";"BEMA";0
2017;1;"E1";"BEMA";0
2019;1;"E1";"BEMA";0
2015;2;"E1";"BEMA";1
2016;2;"E1";"BEMA";2
2017;2;"E1";"BEMA";0
2019;2;"E1";"BEMA";0
2015;3;"E1";"BEMA";0
2016;3;"E1";"BEMA";2
2017;3;"E1";"BEMA";2
2019;3;"E1";"BEMA";0
2015;4;"E1";"BEMA";1
2016;4;"E1";"BEMA";0
2017;4;"E1";"BEMA";0
2019;4;"E1";"BEMA";2
2015;5;"E1";"BEMA";1
2016;5;"E1";"BEMA";2
2017;5;"E1";"BEMA";0
2019;5;"E1";"BEMA";0
2015;6;"E1";"BEMA";0
2016;6;"E1";"BEMA";2
2017;6;"E1";"BEMA";0
2019;6;"E1";"BEMA";0
2015;7;"E1";"BEMA";0
2016;7;"E1";"BEMA";7
2017;7;"E1";"BEMA";1
2019;7;"E1";"BEMA";30
2015;8;"E1";"BEMA";0
2016;8;"E1";"BEMA";4
2017;8;"E1";"BEMA";0
2019;8;"E1";"BEMA";7
2015;9;"E1";"BEMA";0
2016;9;"E1";"BEMA";6
2017;9;"E1";"BEMA";0
2019;9;"E1";"BEMA";1
2015;1;"E2";"BEMA";0
2016;1;"E2";"BEMA";1
2017;1;"E2";"BEMA";0
2019;1;"E2";"BEMA";0
2015;2;"E2";"BEMA";0
2016;2;"E2";"BEMA";1
2017;2;"E2";"BEMA";0
2019;2;"E2";"BEMA";0
2015;3;"E2";"BEMA";0
2016;3;"E2";"BEMA";1
2017;3;"E2";"BEMA";0
2019;3;"E2";"BEMA";0
2015;4;"E2";"BEMA";0
2016;4;"E2";"BEMA";1
2017;4;"E2";"BEMA";0
2019;4;"E2";"BEMA";0
2015;5;"E2";"BEMA";0
2016;5;"E2";"BEMA";0
2017;5;"E2";"BEMA";0
2019;5;"E2";"BEMA";0
2015;6;"E2";"BEMA";2
2016;6;"E2";"BEMA";0
2017;6;"E2";"BEMA";0
2019;6;"E2";"BEMA";0
2015;7;"E2";"BEMA";0
2016;7;"E2";"BEMA";9
2017;7;"E2";"BEMA";0
2019;7;"E2";"BEMA";30
2015;8;"E2";"BEMA";0
2016;8;"E2";"BEMA";3
2017;8;"E2";"BEMA";2
2019;8;"E2";"BEMA";4
2015;9;"E2";"BEMA";0
2016;9;"E2";"BEMA";9
2017;9;"E2";"BEMA";0
2019;9;"E2";"BEMA";0
2015;1;"E3";"BEMA";0
2016;1;"E3";"BEMA";1
2017;1;"E3";"BEMA";0
2019;1;"E3";"BEMA";0
2015;2;"E3";"BEMA";0
2016;2;"E3";"BEMA";2
2017;2;"E3";"BEMA";0
2019;2;"E3";"BEMA";0
2015;3;"E3";"BEMA";0
2016;3;"E3";"BEMA";4
2017;3;"E3";"BEMA";0
2019;3;"E3";"BEMA";0
2015;4;"E3";"BEMA";1
2016;4;"E3";"BEMA";2
2017;4;"E3";"BEMA";0
2019;4;"E3";"BEMA";0
2015;5;"E3";"BEMA";0
2016;5;"E3";"BEMA";1
2017;5;"E3";"BEMA";0
2019;5;"E3";"BEMA";0
2015;6;"E3";"BEMA";1
2016;6;"E3";"BEMA";0
2017;6;"E3";"BEMA";0
2019;6;"E3";"BEMA";0
2015;7;"E3";"BEMA";0
2016;7;"E3";"BEMA";7
2017;7;"E3";"BEMA";3
2019;7;"E3";"BEMA";20
2015;8;"E3";"BEMA";0
2016;8;"E3";"BEMA";2
2017;8;"E3";"BEMA";0
2019;8;"E3";"BEMA";3
2015;9;"E3";"BEMA";0
2016;9;"E3";"BEMA";4
2017;9;"E3";"BEMA";0
2019;9;"E3";"BEMA";1
2015;1;"E4";"BEMA";0
2016;1;"E4";"BEMA";1
2017;1;"E4";"BEMA";0
2019;1;"E4";"BEMA";0
2015;2;"E4";"BEMA";1
2016;2;"E4";"BEMA";2
2017;2;"E4";"BEMA";0
2019;2;"E4";"BEMA";0
2015;3;"E4";"BEMA";0
2016;3;"E4";"BEMA";2
2017;3;"E4";"BEMA";0
2019;3;"E4";"BEMA";0
2015;4;"E4";"BEMA";0
2016;4;"E4";"BEMA";0
2017;4;"E4";"BEMA";0
2019;4;"E4";"BEMA";0
2015;5;"E4";"BEMA";0
2016;5;"E4";"BEMA";1
2017;5;"E4";"BEMA";0
2019;5;"E4";"BEMA";0
2015;6;"E4";"BEMA";0
2016;6;"E4";"BEMA";1
2017;6;"E4";"BEMA";0
2019;6;"E4";"BEMA";0
2015;7;"E4";"BEMA";0
2016;7;"E4";"BEMA";9
2017;7;"E4";"BEMA";0
2019;7;"E4";"BEMA";20
2015;8;"E4";"BEMA";0
2016;8;"E4";"BEMA";3
2017;8;"E4";"BEMA";0
2019;8;"E4";"BEMA";0
2015;9;"E4";"BEMA";0
2016;9;"E4";"BEMA";7
2017;9;"E4";"BEMA";0
2019;9;"E4";"BEMA";0
2015;1;"E5";"BEMA";0
2016;1;"E5";"BEMA";1
2017;1;"E5";"BEMA";0
2019;1;"E5";"BEMA";0
2015;2;"E5";"BEMA";0
2016;2;"E5";"BEMA";5
2017;2;"E5";"BEMA";0
2019;2;"E5";"BEMA";0
2015;3;"E5";"BEMA";0
2016;3;"E5";"BEMA";1
2017;3;"E5";"BEMA";1
2019;3;"E5";"BEMA";0
2015;4;"E5";"BEMA";0
2016;4;"E5";"BEMA";1
2017;4;"E5";"BEMA";0
2019;4;"E5";"BEMA";1
2015;5;"E5";"BEMA";0
2016;5;"E5";"BEMA";0
2017;5;"E5";"BEMA";0
2019;5;"E5";"BEMA";0
2015;6;"E5";"BEMA";0
2016;6;"E5";"BEMA";3
2017;6;"E5";"BEMA";0
2019;6;"E5";"BEMA";0
2015;7;"E5";"BEMA";0
2016;7;"E5";"BEMA";10
2017;7;"E5";"BEMA";0
2019;7;"E5";"BEMA";10
2015;8;"E5";"BEMA";0
2016;8;"E5";"BEMA";3
2017;8;"E5";"BEMA";1
2019;8;"E5";"BEMA";0
2015;9;"E5";"BEMA";0
2016;9;"E5";"BEMA";12
2017;9;"E5";"BEMA";0
2019;9;"E5";"BEMA";0
2015;1;"E6";"BEMA";0
2016;1;"E6";"BEMA";1
2017;1;"E6";"BEMA";0
2019;1;"E6";"BEMA";0
2015;2;"E6";"BEMA";0
2016;2;"E6";"BEMA";5
2017;2;"E6";"BEMA";0
2019;2;"E6";"BEMA";0
2015;3;"E6";"BEMA";0
2016;3;"E6";"BEMA";1
2017;3;"E6";"BEMA";0
2019;3;"E6";"BEMA";0
2015;4;"E6";"BEMA";2
2016;4;"E6";"BEMA";1
2017;4;"E6";"BEMA";0
2019;4;"E6";"BEMA";0
2015;5;"E6";"BEMA";1
2016;5;"E6";"BEMA";0
2017;5;"E6";"BEMA";0
2019;5;"E6";"BEMA";0
2015;6;"E6";"BEMA";0
2016;6;"E6";"BEMA";0
2017;6;"E6";"BEMA";0
2019;6;"E6";"BEMA";0
2015;7;"E6";"BEMA";0
2016;7;"E6";"BEMA";6
2017;7;"E6";"BEMA";4
2019;7;"E6";"BEMA";5
2015;8;"E6";"BEMA";0
2016;8;"E6";"BEMA";2
2017;8;"E6";"BEMA";0
2019;8;"E6";"BEMA";4
2015;9;"E6";"BEMA";0
2016;9;"E6";"BEMA";2
2017;9;"E6";"BEMA";0
2019;9;"E6";"BEMA";0
2015;1;"F1";"BEMA";1
2016;1;"F1";"BEMA";2
2017;1;"F1";"BEMA";0
2019;1;"F1";"BEMA";0
2015;2;"F1";"BEMA";1
2016;2;"F1";"BEMA";4
2017;2;"F1";"BEMA";0
2019;2;"F1";"BEMA";0
2015;3;"F1";"BEMA";0
2016;3;"F1";"BEMA";2
2017;3;"F1";"BEMA";0
2019;3;"F1";"BEMA";0
2015;4;"F1";"BEMA";3
2016;4;"F1";"BEMA";1
2017;4;"F1";"BEMA";0
2019;4;"F1";"BEMA";0
2015;5;"F1";"BEMA";0
2016;5;"F1";"BEMA";0
2017;5;"F1";"BEMA";0
2019;5;"F1";"BEMA";0
2015;6;"F1";"BEMA";0
2016;6;"F1";"BEMA";2
2017;6;"F1";"BEMA";0
2019;6;"F1";"BEMA";0
2015;7;"F1";"BEMA";0
2016;7;"F1";"BEMA";4
2017;7;"F1";"BEMA";0
2019;7;"F1";"BEMA";35
2015;8;"F1";"BEMA";0
2016;8;"F1";"BEMA";6
2017;8;"F1";"BEMA";0
2019;8;"F1";"BEMA";30
2015;9;"F1";"BEMA";0
2016;9;"F1";"BEMA";12
2017;9;"F1";"BEMA";0
2019;9;"F1";"BEMA";0
2015;1;"F2";"BEMA";2
2016;1;"F2";"BEMA";1
2017;1;"F2";"BEMA";0
2019;1;"F2";"BEMA";0
2015;2;"F2";"BEMA";0
2016;2;"F2";"BEMA";1
2017;2;"F2";"BEMA";0
2019;2;"F2";"BEMA";0
2015;3;"F2";"BEMA";0
2016;3;"F2";"BEMA";2
2017;3;"F2";"BEMA";0
2019;3;"F2";"BEMA";0
2015;4;"F2";"BEMA";0
2016;4;"F2";"BEMA";1
2017;4;"F2";"BEMA";0
2019;4;"F2";"BEMA";0
2015;5;"F2";"BEMA";2
2016;5;"F2";"BEMA";2
2017;5;"F2";"BEMA";0
2019;5;"F2";"BEMA";0
2015;6;"F2";"BEMA";1
2016;6;"F2";"BEMA";3
2017;6;"F2";"BEMA";0
2019;6;"F2";"BEMA";0
2015;7;"F2";"BEMA";0
2016;7;"F2";"BEMA";13
2017;7;"F2";"BEMA";0
2019;7;"F2";"BEMA";20
2015;8;"F2";"BEMA";0
2016;8;"F2";"BEMA";0
2017;8;"F2";"BEMA";0
2019;8;"F2";"BEMA";25
2015;9;"F2";"BEMA";0
2016;9;"F2";"BEMA";7
2017;9;"F2";"BEMA";0
2019;9;"F2";"BEMA";0
2015;1;"F3";"BEMA";1
2016;1;"F3";"BEMA";2
2017;1;"F3";"BEMA";0
2019;1;"F3";"BEMA";0
2015;2;"F3";"BEMA";0
2016;2;"F3";"BEMA";3
2017;2;"F3";"BEMA";0
2019;2;"F3";"BEMA";0
2015;3;"F3";"BEMA";0
2016;3;"F3";"BEMA";3
2017;3;"F3";"BEMA";0
2019;3;"F3";"BEMA";0
2015;4;"F3";"BEMA";1
2016;4;"F3";"BEMA";1
2017;4;"F3";"BEMA";0
2019;4;"F3";"BEMA";0
2015;5;"F3";"BEMA";3
2016;5;"F3";"BEMA";0
2017;5;"F3";"BEMA";0
2019;5;"F3";"BEMA";0
2015;6;"F3";"BEMA";2
2016;6;"F3";"BEMA";4
2017;6;"F3";"BEMA";0
2019;6;"F3";"BEMA";0
2015;7;"F3";"BEMA";0
2016;7;"F3";"BEMA";5
2017;7;"F3";"BEMA";2
2019;7;"F3";"BEMA";25
2015;8;"F3";"BEMA";0
2016;8;"F3";"BEMA";1
2017;8;"F3";"BEMA";0
2019;8;"F3";"BEMA";20
2015;9;"F3";"BEMA";0
2016;9;"F3";"BEMA";9
2017;9;"F3";"BEMA";0
2019;9;"F3";"BEMA";0
2015;1;"F4";"BEMA";2
2016;1;"F4";"BEMA";4
2017;1;"F4";"BEMA";0
2019;1;"F4";"BEMA";0
2015;2;"F4";"BEMA";0
2016;2;"F4";"BEMA";2
2017;2;"F4";"BEMA";0
2019;2;"F4";"BEMA";0
2015;3;"F4";"BEMA";0
2016;3;"F4";"BEMA";1
2017;3;"F4";"BEMA";0
2019;3;"F4";"BEMA";0
2015;4;"F4";"BEMA";0
2016;4;"F4";"BEMA";0
2017;4;"F4";"BEMA";0
2019;4;"F4";"BEMA";0
2015;5;"F4";"BEMA";0
2016;5;"F4";"BEMA";0
2017;5;"F4";"BEMA";0
2019;5;"F4";"BEMA";0
2015;6;"F4";"BEMA";1
2016;6;"F4";"BEMA";1
2017;6;"F4";"BEMA";0
2019;6;"F4";"BEMA";0
2015;7;"F4";"BEMA";0
2016;7;"F4";"BEMA";3
2017;7;"F4";"BEMA";0
2019;7;"F4";"BEMA";20
2015;8;"F4";"BEMA";0
2016;8;"F4";"BEMA";5
2017;8;"F4";"BEMA";0
2019;8;"F4";"BEMA";30
2015;9;"F4";"BEMA";0
2016;9;"F4";"BEMA";4
2017;9;"F4";"BEMA";0
2019;9;"F4";"BEMA";0
2015;1;"F5";"BEMA";0
2016;1;"F5";"BEMA";1
2017;1;"F5";"BEMA";0
2019;1;"F5";"BEMA";0
2015;2;"F5";"BEMA";0
2016;2;"F5";"BEMA";1
2017;2;"F5";"BEMA";0
2019;2;"F5";"BEMA";0
2015;3;"F5";"BEMA";0
2016;3;"F5";"BEMA";1
2017;3;"F5";"BEMA";0
2019;3;"F5";"BEMA";0
2015;4;"F5";"BEMA";1
2016;4;"F5";"BEMA";0
2017;4;"F5";"BEMA";0
2019;4;"F5";"BEMA";0
2015;5;"F5";"BEMA";0
2016;5;"F5";"BEMA";2
2017;5;"F5";"BEMA";0
2019;5;"F5";"BEMA";0
2015;6;"F5";"BEMA";2
2016;6;"F5";"BEMA";0
2017;6;"F5";"BEMA";0
2019;6;"F5";"BEMA";0
2015;7;"F5";"BEMA";0
2016;7;"F5";"BEMA";6
2017;7;"F5";"BEMA";1
2019;7;"F5";"BEMA";30
2015;8;"F5";"BEMA";0
2016;8;"F5";"BEMA";3
2017;8;"F5";"BEMA";2
2019;8;"F5";"BEMA";10
2015;9;"F5";"BEMA";0
2016;9;"F5";"BEMA";8
2017;9;"F5";"BEMA";0
2019;9;"F5";"BEMA";0
2015;1;"F6";"BEMA";3
2016;1;"F6";"BEMA";2
2017;1;"F6";"BEMA";0
2019;1;"F6";"BEMA";0
2015;2;"F6";"BEMA";0
2016;2;"F6";"BEMA";1
2017;2;"F6";"BEMA";0
2019;2;"F6";"BEMA";0
2015;3;"F6";"BEMA";0
2016;3;"F6";"BEMA";5
2017;3;"F6";"BEMA";0
2019;3;"F6";"BEMA";0
2015;4;"F6";"BEMA";1
2016;4;"F6";"BEMA";5
2017;4;"F6";"BEMA";0
2019;4;"F6";"BEMA";0
2015;5;"F6";"BEMA";0
2016;5;"F6";"BEMA";0
2017;5;"F6";"BEMA";1
2019;5;"F6";"BEMA";0
2015;6;"F6";"BEMA";0
2016;6;"F6";"BEMA";3
2017;6;"F6";"BEMA";0
2019;6;"F6";"BEMA";0
2015;7;"F6";"BEMA";0
2016;7;"F6";"BEMA";4
2017;7;"F6";"BEMA";1
2019;7;"F6";"BEMA";25
2015;8;"F6";"BEMA";0
2016;8;"F6";"BEMA";8
2017;8;"F6";"BEMA";0
2019;8;"F6";"BEMA";6
2015;9;"F6";"BEMA";0
2016;9;"F6";"BEMA";8
2017;9;"F6";"BEMA";0
2019;9;"F6";"BEMA";0
2015;1;"A1";"CETE";3
2016;1;"A1";"CETE";0
2017;1;"A1";"CETE";1
2019;1;"A1";"CETE";0
2015;2;"A1";"CETE";2
2016;2;"A1";"CETE";1
2017;2;"A1";"CETE";1
2019;2;"A1";"CETE";0
2015;3;"A1";"CETE";0
2016;3;"A1";"CETE";0
2017;3;"A1";"CETE";6
2019;3;"A1";"CETE";0
2015;4;"A1";"CETE";0
2016;4;"A1";"CETE";0
2017;4;"A1";"CETE";0
2019;4;"A1";"CETE";0
2015;5;"A1";"CETE";0
2016;5;"A1";"CETE";0
2017;5;"A1";"CETE";0
2019;5;"A1";"CETE";0
2015;6;"A1";"CETE";0
2016;6;"A1";"CETE";0
2017;6;"A1";"CETE";0
2019;6;"A1";"CETE";0
2015;7;"A1";"CETE";0
2016;7;"A1";"CETE";0
2017;7;"A1";"CETE";0
2019;7;"A1";"CETE";6
2015;8;"A1";"CETE";0
2016;8;"A1";"CETE";0
2017;8;"A1";"CETE";0
2019;8;"A1";"CETE";20
2015;9;"A1";"CETE";0
2016;9;"A1";"CETE";0
2017;9;"A1";"CETE";0
2019;9;"A1";"CETE";0
2015;1;"A2";"CETE";12
2016;1;"A2";"CETE";0
2017;1;"A2";"CETE";27
2019;1;"A2";"CETE";0
2015;2;"A2";"CETE";3
2016;2;"A2";"CETE";0
2017;2;"A2";"CETE";14
2019;2;"A2";"CETE";0
2015;3;"A2";"CETE";1
2016;3;"A2";"CETE";0
2017;3;"A2";"CETE";14
2019;3;"A2";"CETE";0
2015;4;"A2";"CETE";9
2016;4;"A2";"CETE";0
2017;4;"A2";"CETE";0
2019;4;"A2";"CETE";0
2015;5;"A2";"CETE";0
2016;5;"A2";"CETE";0
2017;5;"A2";"CETE";0
2019;5;"A2";"CETE";0
2015;6;"A2";"CETE";0
2016;6;"A2";"CETE";0
2017;6;"A2";"CETE";0
2019;6;"A2";"CETE";0
2015;7;"A2";"CETE";0
2016;7;"A2";"CETE";0
2017;7;"A2";"CETE";0
2019;7;"A2";"CETE";4
2015;8;"A2";"CETE";0
2016;8;"A2";"CETE";0
2017;8;"A2";"CETE";0
2019;8;"A2";"CETE";30
2015;9;"A2";"CETE";0
2016;9;"A2";"CETE";0
2017;9;"A2";"CETE";0
2019;9;"A2";"CETE";0
2015;1;"A3";"CETE";1
2016;1;"A3";"CETE";0
2017;1;"A3";"CETE";5
2019;1;"A3";"CETE";0
2015;2;"A3";"CETE";1
2016;2;"A3";"CETE";0
2017;2;"A3";"CETE";3
2019;2;"A3";"CETE";0
2015;3;"A3";"CETE";0
2016;3;"A3";"CETE";0
2017;3;"A3";"CETE";12
2019;3;"A3";"CETE";0
2015;4;"A3";"CETE";0
2016;4;"A3";"CETE";0
2017;4;"A3";"CETE";0
2019;4;"A3";"CETE";2
2015;5;"A3";"CETE";3
2016;5;"A3";"CETE";0
2017;5;"A3";"CETE";0
2019;5;"A3";"CETE";0
2015;6;"A3";"CETE";0
2016;6;"A3";"CETE";0
2017;6;"A3";"CETE";0
2019;6;"A3";"CETE";0
2015;7;"A3";"CETE";0
2016;7;"A3";"CETE";1
2017;7;"A3";"CETE";0
2019;7;"A3";"CETE";0
2015;8;"A3";"CETE";0
2016;8;"A3";"CETE";0
2017;8;"A3";"CETE";0
2019;8;"A3";"CETE";40
2015;9;"A3";"CETE";0
2016;9;"A3";"CETE";0
2017;9;"A3";"CETE";0
2019;9;"A3";"CETE";0
2015;1;"A4";"CETE";1
2016;1;"A4";"CETE";0
2017;1;"A4";"CETE";1
2019;1;"A4";"CETE";0
2015;2;"A4";"CETE";32
2016;2;"A4";"CETE";2
2017;2;"A4";"CETE";6
2019;2;"A4";"CETE";4
2015;3;"A4";"CETE";0
2016;3;"A4";"CETE";0
2017;3;"A4";"CETE";4
2019;3;"A4";"CETE";0
2015;4;"A4";"CETE";5
2016;4;"A4";"CETE";0
2017;4;"A4";"CETE";0
2019;4;"A4";"CETE";0
2015;5;"A4";"CETE";8
2016;5;"A4";"CETE";0
2017;5;"A4";"CETE";0
2019;5;"A4";"CETE";0
2015;6;"A4";"CETE";0
2016;6;"A4";"CETE";0
2017;6;"A4";"CETE";0
2019;6;"A4";"CETE";0
2015;7;"A4";"CETE";0
2016;7;"A4";"CETE";0
2017;7;"A4";"CETE";0
2019;7;"A4";"CETE";7
2015;8;"A4";"CETE";0
2016;8;"A4";"CETE";0
2017;8;"A4";"CETE";0
2019;8;"A4";"CETE";30
2015;9;"A4";"CETE";0
2016;9;"A4";"CETE";0
2017;9;"A4";"CETE";0
2019;9;"A4";"CETE";0
2015;1;"A5";"CETE";5
2016;1;"A5";"CETE";0
2017;1;"A5";"CETE";16
2019;1;"A5";"CETE";0
2015;2;"A5";"CETE";44
2016;2;"A5";"CETE";1
2017;2;"A5";"CETE";7
2019;2;"A5";"CETE";2
2015;3;"A5";"CETE";0
2016;3;"A5";"CETE";0
2017;3;"A5";"CETE";12
2019;3;"A5";"CETE";0
2015;4;"A5";"CETE";3
2016;4;"A5";"CETE";0
2017;4;"A5";"CETE";0
2019;4;"A5";"CETE";0
2015;5;"A5";"CETE";4
2016;5;"A5";"CETE";0
2017;5;"A5";"CETE";0
2019;5;"A5";"CETE";0
2015;6;"A5";"CETE";0
2016;6;"A5";"CETE";0
2017;6;"A5";"CETE";0
2019;6;"A5";"CETE";0
2015;7;"A5";"CETE";0
2016;7;"A5";"CETE";1
2017;7;"A5";"CETE";0
2019;7;"A5";"CETE";6
2015;8;"A5";"CETE";0
2016;8;"A5";"CETE";0
2017;8;"A5";"CETE";0
2019;8;"A5";"CETE";20
2015;9;"A5";"CETE";0
2016;9;"A5";"CETE";0
2017;9;"A5";"CETE";0
2019;9;"A5";"CETE";0
2015;1;"A6";"CETE";7
2016;1;"A6";"CETE";0
2017;1;"A6";"CETE";2
2019;1;"A6";"CETE";0
2015;2;"A6";"CETE";5
2016;2;"A6";"CETE";0
2017;2;"A6";"CETE";0
2019;2;"A6";"CETE";0
2015;3;"A6";"CETE";0
2016;3;"A6";"CETE";0
2017;3;"A6";"CETE";8
2019;3;"A6";"CETE";0
2015;4;"A6";"CETE";4
2016;4;"A6";"CETE";0
2017;4;"A6";"CETE";0
2019;4;"A6";"CETE";0
2015;5;"A6";"CETE";34
2016;5;"A6";"CETE";0
2017;5;"A6";"CETE";0
2019;5;"A6";"CETE";0
2015;6;"A6";"CETE";0
2016;6;"A6";"CETE";0
2017;6;"A6";"CETE";0
2019;6;"A6";"CETE";0
2015;7;"A6";"CETE";0
2016;7;"A6";"CETE";0
2017;7;"A6";"CETE";0
2019;7;"A6";"CETE";4
2015;8;"A6";"CETE";0
2016;8;"A6";"CETE";0
2017;8;"A6";"CETE";0
2019;8;"A6";"CETE";15
2015;9;"A6";"CETE";0
2016;9;"A6";"CETE";0
2017;9;"A6";"CETE";0
2019;9;"A6";"CETE";0
2015;1;"B1";"CETE";0
2016;1;"B1";"CETE";0
2017;1;"B1";"CETE";0
2019;1;"B1";"CETE";0
2015;2;"B1";"CETE";6
2016;2;"B1";"CETE";0
2017;2;"B1";"CETE";19
2019;2;"B1";"CETE";0
2015;3;"B1";"CETE";0
2016;3;"B1";"CETE";0
2017;3;"B1";"CETE";0
2019;3;"B1";"CETE";0
2015;4;"B1";"CETE";0
2016;4;"B1";"CETE";0
2017;4;"B1";"CETE";0
2019;4;"B1";"CETE";0
2015;5;"B1";"CETE";0
2016;5;"B1";"CETE";0
2017;5;"B1";"CETE";0
2019;5;"B1";"CETE";0
2015;6;"B1";"CETE";0
2016;6;"B1";"CETE";0
2017;6;"B1";"CETE";0
2019;6;"B1";"CETE";0
2015;7;"B1";"CETE";0
2016;7;"B1";"CETE";0
2017;7;"B1";"CETE";0
2019;7;"B1";"CETE";3
2015;8;"B1";"CETE";0
2016;8;"B1";"CETE";0
2017;8;"B1";"CETE";0
2019;8;"B1";"CETE";10
2015;9;"B1";"CETE";0
2016;9;"B1";"CETE";0
2017;9;"B1";"CETE";0
2019;9;"B1";"CETE";0
2015;1;"B2";"CETE";0
2016;1;"B2";"CETE";2
2017;1;"B2";"CETE";1
2019;1;"B2";"CETE";0
2015;2;"B2";"CETE";7
2016;2;"B2";"CETE";0
2017;2;"B2";"CETE";4
2019;2;"B2";"CETE";0
2015;3;"B2";"CETE";0
2016;3;"B2";"CETE";0
2017;3;"B2";"CETE";7
2019;3;"B2";"CETE";0
2015;4;"B2";"CETE";4
2016;4;"B2";"CETE";0
2017;4;"B2";"CETE";0
2019;4;"B2";"CETE";0
2015;5;"B2";"CETE";29
2016;5;"B2";"CETE";0
2017;5;"B2";"CETE";0
2019;5;"B2";"CETE";0
2015;6;"B2";"CETE";0
2016;6;"B2";"CETE";0
2017;6;"B2";"CETE";0
2019;6;"B2";"CETE";0
2015;7;"B2";"CETE";0
2016;7;"B2";"CETE";0
2017;7;"B2";"CETE";0
2019;7;"B2";"CETE";0
2015;8;"B2";"CETE";0
2016;8;"B2";"CETE";0
2017;8;"B2";"CETE";0
2019;8;"B2";"CETE";20
2015;9;"B2";"CETE";0
2016;9;"B2";"CETE";0
2017;9;"B2";"CETE";0
2019;9;"B2";"CETE";0
2015;1;"B3";"CETE";2
2016;1;"B3";"CETE";0
2017;1;"B3";"CETE";12
2019;1;"B3";"CETE";0
2015;2;"B3";"CETE";16
2016;2;"B3";"CETE";3
2017;2;"B3";"CETE";6
2019;2;"B3";"CETE";0
2015;3;"B3";"CETE";0
2016;3;"B3";"CETE";0
2017;3;"B3";"CETE";2
2019;3;"B3";"CETE";0
2015;4;"B3";"CETE";0
2016;4;"B3";"CETE";0
2017;4;"B3";"CETE";0
2019;4;"B3";"CETE";0
2015;5;"B3";"CETE";8
2016;5;"B3";"CETE";0
2017;5;"B3";"CETE";0
2019;5;"B3";"CETE";0
2015;6;"B3";"CETE";0
2016;6;"B3";"CETE";0
2017;6;"B3";"CETE";0
2019;6;"B3";"CETE";0
2015;7;"B3";"CETE";0
2016;7;"B3";"CETE";0
2017;7;"B3";"CETE";0
2019;7;"B3";"CETE";0
2015;8;"B3";"CETE";0
2016;8;"B3";"CETE";0
2017;8;"B3";"CETE";0
2019;8;"B3";"CETE";40
2015;9;"B3";"CETE";0
2016;9;"B3";"CETE";0
2017;9;"B3";"CETE";0
2019;9;"B3";"CETE";0
2015;1;"B4";"CETE";1
2016;1;"B4";"CETE";0
2017;1;"B4";"CETE";0
2019;1;"B4";"CETE";0
2015;2;"B4";"CETE";29
2016;2;"B4";"CETE";0
2017;2;"B4";"CETE";6
2019;2;"B4";"CETE";2
2015;3;"B4";"CETE";0
2016;3;"B4";"CETE";0
2017;3;"B4";"CETE";9
2019;3;"B4";"CETE";0
2015;4;"B4";"CETE";0
2016;4;"B4";"CETE";0
2017;4;"B4";"CETE";0
2019;4;"B4";"CETE";0
2015;5;"B4";"CETE";20
2016;5;"B4";"CETE";0
2017;5;"B4";"CETE";6
2019;5;"B4";"CETE";0
2015;6;"B4";"CETE";0
2016;6;"B4";"CETE";0
2017;6;"B4";"CETE";0
2019;6;"B4";"CETE";0
2015;7;"B4";"CETE";0
2016;7;"B4";"CETE";0
2017;7;"B4";"CETE";0
2019;7;"B4";"CETE";3
2015;8;"B4";"CETE";0
2016;8;"B4";"CETE";0
2017;8;"B4";"CETE";0
2019;8;"B4";"CETE";20
2015;9;"B4";"CETE";0
2016;9;"B4";"CETE";0
2017;9;"B4";"CETE";0
2019;9;"B4";"CETE";0
2015;1;"B5";"CETE";0
2016;1;"B5";"CETE";0
2017;1;"B5";"CETE";4
2019;1;"B5";"CETE";0
2015;2;"B5";"CETE";34
2016;2;"B5";"CETE";0
2017;2;"B5";"CETE";4
2019;2;"B5";"CETE";0
2015;3;"B5";"CETE";5
